student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json,email_valid,phone_valid,profile_json_parsed,hobbies,skills,family,devices,skills_python,skills_excel,skills_sql,skills_soft,family_siblings,family_income_father,family_income_mother,device_types,device_brands,device_years,addr_city,addr_district,addr_postal
195,Unknown,20,Female,62,+11545919657,South Christopherbury,,2025-03-18 00:00:00,Python,100.0,active,3.69,excellent,166.0,2023-03-29 23:18:22,"8258 Kristin Place, Allenview","{'hobbies': ['base', 'either'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 4}, 'soft': ['reach', 'white']}, 'family': {'siblings': 0, 'income': {'father': 874, 'mother': 1078}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",False,True,"{""hobbies"": [""base"", ""either""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 4}, ""soft"": [""reach"", ""white""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 874, ""mother"": 1078}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",base|either,"{""tech"": {""python"": 2, ""excel"": 5, ""sql"": 4}, ""soft"": [""reach"", ""white""]}","{""siblings"": 0, ""income"": {""father"": 874, ""mother"": 1078}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]",2.0,5.0,4.0,reach|white,0.0,874.0,1078.0,laptop|phone,HP|Xiaomi,2019|2018,Allenview,8258 Kristin Place,
196,Unknown,20,Female,65,+17086293145,New Virginiamouth,,2022-01-28 11:05:20,Data Science,100.0,pending,3.06,excellent,160.0,2020-12-22 13:41:32,UZ 100451 Tashkent North Stephanieborough,"{'hobbies': ['again', 'wish'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 4}, 'soft': ['our', 'many']}, 'family': {'siblings': 0, 'income': {'father': 975, 'mother': 1213}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2018}]}",False,True,"{""hobbies"": [""again"", ""wish""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 4}, ""soft"": [""our"", ""many""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 975, ""mother"": 1213}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}",again|wish,"{""tech"": {""python"": 1, ""excel"": 2, ""sql"": 4}, ""soft"": [""our"", ""many""]}","{""siblings"": 0, ""income"": {""father"": 975, ""mother"": 1213}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]",1.0,2.0,4.0,our|many,0.0,975.0,1213.0,laptop|phone,HP|Samsung,2020|2018,Tashkent,North Stephanieborough,100451
197,Unknown,20,Unknown,51,+14053255445,Bradfordborough,,2024-10-13 19:41:04,Data Science,100.0,pending,3.06,good,209.0,2022-12-24 14:58:19,"BROKEN,ADDRESS,DATA,,,","{hobbies:['actually', 'who']}",False,True,"{""hobbies"": [""actually"", ""who""]}",actually|who,,,,,,,,,,,,,,,,
198,Kayla Graham,20,Female,58,+19533638192,Lake Christinehaven,,1994-10-17 00:00:00,Python,80.0,active,3.7,excellent,65.0,2005-03-19 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['official', 'picture']}",False,True,"{""hobbies"": [""official"", ""picture""]}",official|picture,,,,,,,,,,,,,,,,
199,Sheila Stafford ,18,Unknown,66,,Hamiltonstad,,1979-10-12 03:48:35,Data Science,100.0,inactive,0.0,excellent,146.0,1974-12-28 00:00:00,"New Josephville 1-kv, dom 23, Tashkent","{""hobbies"": [""will"", ""prove""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 2}, ""soft"": [""rather"", ""reflect""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1178, ""mother"": 319}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",False,False,"{""hobbies"": [""will"", ""prove""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 2}, ""soft"": [""rather"", ""reflect""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1178, ""mother"": 319}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]}",will|prove,"{""tech"": {""python"": 5, ""excel"": 2, ""sql"": 2}, ""soft"": [""rather"", ""reflect""]}","{""siblings"": 0, ""income"": {""father"": 1178, ""mother"": 319}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2023}]",5.0,2.0,2.0,rather|reflect,0.0,1178.0,319.0,laptop|phone,Lenovo|Apple,2022|2023,Tashkent,New Josephville,
200,Tyler Ramos ,20,Female,87,,New Christina,michael32@williams.com,1985-02-05 00:00:00,Python,100.0,active,3.91,average,111.0,2021-06-25 20:03:57,"Michaelborough 6-kv, dom 31, Tashkent","{'hobbies': ['media', 'bill'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 2}, 'soft': ['dog', 'red']}, 'family': {'siblings': 3, 'income': {'father': 832, 'mother': 485}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",True,False,"{""hobbies"": [""media"", ""bill""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 2}, ""soft"": [""dog"", ""red""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 832, ""mother"": 485}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",media|bill,"{""tech"": {""python"": 5, ""excel"": 1, ""sql"": 2}, ""soft"": [""dog"", ""red""]}","{""siblings"": 3, ""income"": {""father"": 832, ""mother"": 485}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]",5.0,1.0,2.0,dog|red,3.0,832.0,485.0,laptop|phone,Dell|Xiaomi,2015|2018,Tashkent,Michaelborough,
201,Unknown,20,Female,87,,Matthewtown,jamie54@patel-carter.biz,2016-02-19 00:00:00,Data Science,100.0,active,2.45,good,264.0,1981-10-17 06:37:28,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA,True,False,,,,,,,,,,,,,,,,,,
202,Hayley Martinez ,18,Female,90,+19285927556,Port Paulville,,2023-10-11 02:36:48,Data Science,100.0,inactive,3.06,excellent,299.0,1988-01-27 00:00:00,UZ 100922 Tashkent East Nicholas,"{""hobbies"": [""skin"", ""once""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""capital"", ""note""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 709, ""mother"": 492}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",False,True,"{""hobbies"": [""skin"", ""once""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""capital"", ""note""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 709, ""mother"": 492}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",skin|once,"{""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""capital"", ""note""]}","{""siblings"": 5, ""income"": {""father"": 709, ""mother"": 492}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]",4.0,4.0,5.0,capital|note,5.0,709.0,492.0,laptop|phone,Lenovo|Samsung,2016|2024,Tashkent,East Nicholas,100922
203,Unknown,20,Female,90,+12493428347,Lake Robertbury,,2016-12-30 00:00:00,Python,100.0,inactive,0.0,good,93.0,2000-03-16 00:00:00,"094 Mark Fork, Matthewmouth","{'hobbies': ['south', 'address'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 1}, 'soft': ['reflect', 'ready']}, 'family': {'siblings': 0, 'income': {'father': 230, 'mother': 298}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",False,True,"{""hobbies"": [""south"", ""address""], ""skills"": {""tech"": {""python"": 1, ""excel"": 4, ""sql"": 1}, ""soft"": [""reflect"", ""ready""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 230, ""mother"": 298}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",south|address,"{""tech"": {""python"": 1, ""excel"": 4, ""sql"": 1}, ""soft"": [""reflect"", ""ready""]}","{""siblings"": 0, ""income"": {""father"": 230, ""mother"": 298}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]",1.0,4.0,1.0,reflect|ready,0.0,230.0,298.0,laptop|phone,Dell|Xiaomi,2021|2018,Matthewmouth,094 Mark Fork,
204,Unknown,20,Female,90,,Port Laurenborough,,1981-02-01 00:00:00,Data Science,100.0,inactive,3.06,good,160.0,2011-03-28 01:47:28,"Charlesburgh 23-kv, dom 41, Tashkent","{hobbies:['image', 'quality']}",False,False,"{""hobbies"": [""image"", ""quality""]}",image|quality,,,,,,,,,,,,,,Tashkent,Charlesburgh,
205,Kathryn Allen ,20,Female,95,+13617700621,New Kevinton,,1977-02-10 00:00:00,Python,77.0,pending,3.7,excellent,145.0,2019-08-10 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['ground', 'whether'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 1}, 'soft': ['performance', 'shoulder']}, 'family': {'siblings': 4, 'income': {'father': 958, 'mother': 999}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}",False,True,"{""hobbies"": [""ground"", ""whether""], ""skills"": {""tech"": {""python"": 1, ""excel"": 1, ""sql"": 1}, ""soft"": [""performance"", ""shoulder""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 958, ""mother"": 999}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}",ground|whether,"{""tech"": {""python"": 1, ""excel"": 1, ""sql"": 1}, ""soft"": [""performance"", ""shoulder""]}","{""siblings"": 4, ""income"": {""father"": 958, ""mother"": 999}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]",1.0,1.0,1.0,performance|shoulder,4.0,958.0,999.0,laptop|phone,Lenovo|Xiaomi,2024|2021,,,
206,Tyler Wright ,20,Unknown,95,,Lucasland,,1972-02-09 04:43:00,Python,100.0,pending,3.06,excellent,69.0,1979-09-20 09:03:00,"Apartment 42, Smithborough district, Tashkent, UZ, 100017","{'hobbies': ['child', 'yard'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 4}, 'soft': ['half', 'address']}, 'family': {'siblings': 0, 'income': {'father': 260, 'mother': 371}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}",False,False,"{""hobbies"": [""child"", ""yard""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 4}, ""soft"": [""half"", ""address""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 260, ""mother"": 371}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]}",child|yard,"{""tech"": {""python"": 4, ""excel"": 4, ""sql"": 4}, ""soft"": [""half"", ""address""]}","{""siblings"": 0, ""income"": {""father"": 260, ""mother"": 371}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2024}]",4.0,4.0,4.0,half|address,0.0,260.0,371.0,laptop|phone,Lenovo|Samsung,2017|2024,Tashkent,Smithborough district,100017
207,Stephen Gordon,21,Female,90,+18901791407,East Monicastad,tdonovan@hall.biz,1975-08-14 00:00:00,Data Science,100.0,pending,3.06,good,131.0,1982-08-05 00:00:00,"00705 Terrance Street Apt. 121, Christinaport","{""hobbies"": [""training"", ""while""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""threat"", ""off""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 824, ""mother"": 1000}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",True,True,"{""hobbies"": [""training"", ""while""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""threat"", ""off""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 824, ""mother"": 1000}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",training|while,"{""tech"": {""python"": 2, ""excel"": 5, ""sql"": 2}, ""soft"": [""threat"", ""off""]}","{""siblings"": 5, ""income"": {""father"": 824, ""mother"": 1000}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]",2.0,5.0,2.0,threat|off,5.0,824.0,1000.0,laptop|phone,HP|Apple,2016|2022,Christinaport,00705 Terrance Street Apt. 121,
208,Pedro Mcdaniel ,20,Male,72,+18981140950,Lake Linda,garciapamela@gmail.com,2018-03-09 00:00:00,Python,100.0,pending,1.08,average,87.0,1983-12-01 00:00:00,UZ 100020 Tashkent South Anthony,"{hobbies:['attention', 'employee']}",True,True,"{""hobbies"": [""attention"", ""employee""]}",attention|employee,,,,,,,,,,,,,,Tashkent,South Anthony,100020
209,Margaret Peters,19,Female,90,+17905563076,Lake Jenniferville,melissajohnston@gmail.com,2013-09-23 09:00:00,Data Science,100.0,inactive,3.7,excellent,239.0,1979-10-30 00:00:00,UZ 100583 Tashkent Robertmouth,INVALID_JSON_DATA,True,True,,,,,,,,,,,,,,,,Tashkent,Robertmouth,100583
210,Unknown,20,Male,90,+19172651917,New Christopher,,2022-04-12 21:36:00,Python,100.0,inactive,3.06,average,184.0,2010-12-22 04:56:00,"Meaganchester 4-kv, dom 34, Tashkent","{'hobbies': ['sound', 'respond'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 5}, 'soft': ['author', 'join']}, 'family': {'siblings': 3, 'income': {'father': 667, 'mother': 864}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",False,True,"{""hobbies"": [""sound"", ""respond""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""author"", ""join""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 667, ""mother"": 864}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",sound|respond,"{""tech"": {""python"": 5, ""excel"": 5, ""sql"": 5}, ""soft"": [""author"", ""join""]}","{""siblings"": 3, ""income"": {""father"": 667, ""mother"": 864}}","[{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2024}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]",5.0,5.0,5.0,author|join,3.0,667.0,864.0,laptop|phone,Dell|Apple,2024|2019,Tashkent,Meaganchester,
211,Thomas Spence,20,Unknown,87,,Baileymouth,,2011-09-27 21:52:14,Python,100.0,inactive,0.0,good,257.0,2008-01-27 00:00:00,"8175 Davis Mountains, Lake James","{hobbies:['seven', 'real']}",False,False,"{""hobbies"": [""seven"", ""real""]}",seven|real,,,,,,,,,,,,,,Lake James,8175 Davis Mountains,
212,Ashley Fuller ,21,Male,70,+10792295034,Timothyborough,,2023-07-08 23:11:13,Python,100.0,active,0.0,excellent,54.0,2021-01-10 04:22:02,"Apartment 38, Rachelport district, Tashkent, UZ, 100706","{""hobbies"": [""baby"", ""age""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 2}, ""soft"": [""after"", ""production""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 763, ""mother"": 642}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",False,True,"{""hobbies"": [""baby"", ""age""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 2}, ""soft"": [""after"", ""production""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 763, ""mother"": 642}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]}",baby|age,"{""tech"": {""python"": 2, ""excel"": 2, ""sql"": 2}, ""soft"": [""after"", ""production""]}","{""siblings"": 3, ""income"": {""father"": 763, ""mother"": 642}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2018}]",2.0,2.0,2.0,after|production,3.0,763.0,642.0,laptop|phone,Lenovo|Apple,2022|2018,Tashkent,Rachelport district,100706
213,Megan Lambert ,18,Male,75,+13559545695,New Michael,,2022-11-28 22:39:46,Python,100.0,pending,3.06,excellent,151.0,2018-07-17 00:00:00,"Apartment 27, New Brianshire district, Tashkent, UZ, 100123","{'hobbies': ['avoid', 'action'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 4}, 'soft': ['today', 'interesting']}, 'family': {'siblings': 0, 'income': {'father': 221, 'mother': 973}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",False,True,"{""hobbies"": [""avoid"", ""action""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 4}, ""soft"": [""today"", ""interesting""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 221, ""mother"": 973}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",avoid|action,"{""tech"": {""python"": 2, ""excel"": 5, ""sql"": 4}, ""soft"": [""today"", ""interesting""]}","{""siblings"": 0, ""income"": {""father"": 221, ""mother"": 973}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]",2.0,5.0,4.0,today|interesting,0.0,221.0,973.0,laptop|phone,HP|Apple,2019|2019,Tashkent,New Brianshire district,100123
214,Nancy Zimmerman,22,Male,90,+10109807400,Matthewburgh,,2008-10-03 00:00:00,Data Science,100.0,active,3.06,excellent,166.0,1985-09-02 00:00:00,UZ 100413 Tashkent Perryhaven,"{'hobbies': ['force', 'half'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 5}, 'soft': ['arrive', 'total']}, 'family': {'siblings': 5, 'income': {'father': 551, 'mother': 642}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}",False,True,"{""hobbies"": [""force"", ""half""], ""skills"": {""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""arrive"", ""total""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 551, ""mother"": 642}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}",force|half,"{""tech"": {""python"": 4, ""excel"": 4, ""sql"": 5}, ""soft"": [""arrive"", ""total""]}","{""siblings"": 5, ""income"": {""father"": 551, ""mother"": 642}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]",4.0,4.0,5.0,arrive|total,5.0,551.0,642.0,laptop|phone,HP|Xiaomi,2015|2019,Tashkent,Perryhaven,100413
215,Joshua Miller ,20,Female,87,,Port Cynthiashire,,1977-05-17 01:23:29,Data Science,100.0,inactive,0.0,average,182.0,2002-10-07 17:41:44,"3347 Huff Flats Suite 397, South Juliantown","{hobbies:['employee', 'road']}",False,False,"{""hobbies"": [""employee"", ""road""]}",employee|road,,,,,,,,,,,,,,South Juliantown,3347 Huff Flats Suite 397,
216,Unknown,20,Male,82,+11172224793,New Austinhaven,evansdaniel@hotmail.com,2018-08-06 08:30:00,Python,60.0,pending,0.0,excellent,242.0,2003-10-18 17:09:00,"31066 Alejandro Terrace Apt. 105, Faithhaven","{'hobbies': ['bar', 'offer'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 3}, 'soft': ['morning', 'coach']}, 'family': {'siblings': 5, 'income': {'father': 653, 'mother': 949}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}",True,True,"{""hobbies"": [""bar"", ""offer""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 3}, ""soft"": [""morning"", ""coach""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 653, ""mother"": 949}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}",bar|offer,"{""tech"": {""python"": 2, ""excel"": 4, ""sql"": 3}, ""soft"": [""morning"", ""coach""]}","{""siblings"": 5, ""income"": {""father"": 653, ""mother"": 949}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]",2.0,4.0,3.0,morning|coach,5.0,653.0,949.0,laptop|phone,HP|Samsung,2018|2021,Faithhaven,31066 Alejandro Terrace Apt. 105,
217,Unknown,21,Female,73,+12491041545,Jarvisview,kylerichardson@dyer.com,1985-01-31 17:46:59,Data Science,83.0,inactive,3.06,excellent,162.0,2022-12-05 12:41:59,UZ 100852 Tashkent Lake Samantha,"{'hobbies': ['everybody', 'there'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 1}, 'soft': ['fear', 'sell']}, 'family': {'siblings': 2, 'income': {'father': 1291, 'mother': 814}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}",True,True,"{""hobbies"": [""everybody"", ""there""], ""skills"": {""tech"": {""python"": 2, ""excel"": 2, ""sql"": 1}, ""soft"": [""fear"", ""sell""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1291, ""mother"": 814}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]}",everybody|there,"{""tech"": {""python"": 2, ""excel"": 2, ""sql"": 1}, ""soft"": [""fear"", ""sell""]}","{""siblings"": 2, ""income"": {""father"": 1291, ""mother"": 814}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2019}]",2.0,2.0,1.0,fear|sell,2.0,1291.0,814.0,laptop|phone,HP|Apple,2023|2019,Tashkent,Lake Samantha,100852
218,Unknown,19,Female,87,+14684277504,Jonathanton,,1990-06-20 07:38:18,Python,100.0,pending,3.06,excellent,133.0,2014-03-11 00:21:00,"Apartment 27, West Pamelafurt district, Tashkent, UZ, 100776",INVALID_JSON_DATA,False,True,,,,,,,,,,,,,,,,Tashkent,West Pamelafurt district,100776
219,John Crosby,20,Female,90,+19536263866,Lake Micheleside,moorebrooke@gmail.com,1994-03-16 00:00:00,Data Science,100.0,inactive,3.06,good,169.0,1979-11-20 20:58:00,"Apartment 47, South Joshuabury district, Tashkent, UZ, 100368","{'hobbies': ['theory', 'go'], 'skills': {'tech': {'python': 5, 'excel': 2, 'sql': 5}, 'soft': ['study', 'share']}, 'family': {'siblings': 2, 'income': {'father': 579, 'mother': 254}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}",True,True,"{""hobbies"": [""theory"", ""go""], ""skills"": {""tech"": {""python"": 5, ""excel"": 2, ""sql"": 5}, ""soft"": [""study"", ""share""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 579, ""mother"": 254}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]}",theory|go,"{""tech"": {""python"": 5, ""excel"": 2, ""sql"": 5}, ""soft"": [""study"", ""share""]}","{""siblings"": 2, ""income"": {""father"": 579, ""mother"": 254}}","[{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2022}]",5.0,2.0,5.0,study|share,2.0,579.0,254.0,laptop|phone,HP|Apple,2023|2022,Tashkent,South Joshuabury district,100368
220,Lance Jackson,22,Male,81,,Caitlinville,,2004-02-02 19:24:00,Data Science,80.0,pending,3.06,excellent,127.0,1980-06-02 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['source', 'laugh'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 5}, 'soft': ['region', 'officer']}, 'family': {'siblings': 2, 'income': {'father': 616, 'mother': 983}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}",False,False,"{""hobbies"": [""source"", ""laugh""], ""skills"": {""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""region"", ""officer""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 616, ""mother"": 983}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]}",source|laugh,"{""tech"": {""python"": 2, ""excel"": 3, ""sql"": 5}, ""soft"": [""region"", ""officer""]}","{""siblings"": 2, ""income"": {""father"": 616, ""mother"": 983}}","[{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2016}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2018}]",2.0,3.0,5.0,region|officer,2.0,616.0,983.0,laptop|phone,Lenovo|Xiaomi,2016|2018,,,
